#    L    TT             EE             BB             TE             PP             TP             EP          
  1733   0.394943E+03   0.671284E+01   0.000000E+00  -0.137463E+02   0.304939E-08  -0.465981E-07   0.246967E-07
  1734   0.394164E+03   0.669112E+01   0.000000E+00  -0.133905E+02   0.304640E-08  -0.383620E-07   0.230787E-07
  1735   0.393362E+03   0.667155E+01   0.000000E+00  -0.130363E+02   0.304341E-08  -0.300110E-07   0.214631E-07
  1736   0.392538E+03   0.665418E+01   0.000000E+00  -0.126838E+02   0.304043E-08  -0.215485E-07   0.198500E-07
  1737   0.391692E+03   0.663897E+01   0.000000E+00  -0.123331E+02   0.303745E-08  -0.129779E-07   0.182396E-07
  1738   0.390824E+03   0.662587E+01   0.000000E+00  -0.119845E+02   0.303448E-08  -0.430263E-08   0.166320E-07
  1739   0.389934E+03   0.661494E+01   0.000000E+00  -0.116381E+02   0.303151E-08   0.447385E-08   0.150273E-07
  1740   0.389023E+03   0.660614E+01   0.000000E+00  -0.112941E+02   0.302854E-08   0.133481E-07   0.134257E-07
  1741   0.388092E+03   0.659941E+01   0.000000E+00  -0.109527E+02   0.302558E-08   0.223168E-07   0.118274E-07
  1742   0.387139E+03   0.659482E+01   0.000000E+00  -0.106141E+02   0.302263E-08   0.313764E-07   0.102325E-07
  1743   0.386167E+03   0.659223E+01   0.000000E+00  -0.102783E+02   0.301968E-08   0.405236E-07   0.864121E-08
  1744   0.385173E+03   0.659178E+01   0.000000E+00  -0.994565E+01   0.301673E-08   0.497548E-07   0.705360E-08
  1745   0.384161E+03   0.659333E+01   0.000000E+00  -0.961624E+01   0.301379E-08   0.590668E-07   0.546985E-08
  1746   0.383128E+03   0.659694E+01   0.000000E+00  -0.929028E+01   0.301085E-08   0.684560E-07   0.389012E-08
  1747   0.382076E+03   0.660249E+01   0.000000E+00  -0.896781E+01   0.300791E-08   0.779190E-07   0.231456E-08
  1748   0.381006E+03   0.661010E+01   0.000000E+00  -0.864924E+01   0.300498E-08   0.874525E-07   0.743310E-09
  1749   0.379916E+03   0.661965E+01   0.000000E+00  -0.833452E+01   0.300206E-08   0.970529E-07  -0.823470E-09
  1750   0.378808E+03   0.663110E+01   0.000000E+00  -0.802398E+01   0.299914E-08   0.106717E-06  -0.238563E-08
  1751   0.377682E+03   0.664450E+01   0.000000E+00  -0.771773E+01   0.299622E-08   0.116441E-06  -0.394300E-08
  1752   0.376540E+03   0.665982E+01   0.000000E+00  -0.741590E+01   0.299331E-08   0.126223E-06  -0.549526E-08
  1753   0.375380E+03   0.667702E+01   0.000000E+00  -0.711850E+01   0.299040E-08   0.136060E-06  -0.704210E-08
  1754   0.374202E+03   0.669607E+01   0.000000E+00  -0.682559E+01   0.298749E-08   0.145949E-06  -0.858318E-08
  1755   0.373008E+03   0.671702E+01   0.000000E+00  -0.653730E+01   0.298459E-08   0.155887E-06  -0.101182E-07
  1756   0.371798E+03   0.673976E+01   0.000000E+00  -0.625355E+01   0.298170E-08   0.165873E-06  -0.116468E-07
  1757   0.370571E+03   0.676434E+01   0.000000E+00  -0.597455E+01   0.297881E-08   0.175903E-06  -0.131686E-07
  1758   0.369327E+03   0.679066E+01   0.000000E+00  -0.570030E+01   0.297592E-08   0.185974E-06  -0.146834E-07
  1759   0.368068E+03   0.681879E+01   0.000000E+00  -0.543085E+01   0.297304E-08   0.196085E-06  -0.161908E-07
  1760   0.366794E+03   0.684866E+01   0.000000E+00  -0.516619E+01   0.297016E-08   0.206233E-06  -0.176904E-07
  1761   0.365505E+03   0.688023E+01   0.000000E+00  -0.490646E+01   0.296729E-08   0.216414E-06  -0.191820E-07
  1762   0.364200E+03   0.691349E+01   0.000000E+00  -0.465165E+01   0.296442E-08   0.226626E-06  -0.206653E-07
  1763   0.362881E+03   0.694842E+01   0.000000E+00  -0.440198E+01   0.296155E-08   0.236867E-06  -0.221398E-07
  1764   0.361548E+03   0.698498E+01   0.000000E+00  -0.415735E+01   0.295869E-08   0.247135E-06  -0.236052E-07
  1765   0.360202E+03   0.702317E+01   0.000000E+00  -0.391784E+01   0.295583E-08   0.257425E-06  -0.250613E-07
  1766   0.358843E+03   0.706293E+01   0.000000E+00  -0.368365E+01   0.295298E-08   0.267736E-06  -0.265077E-07
  1767   0.357470E+03   0.710426E+01   0.000000E+00  -0.345469E+01   0.295013E-08   0.278066E-06  -0.279441E-07
  1768   0.356086E+03   0.714711E+01   0.000000E+00  -0.323112E+01   0.294728E-08   0.288411E-06  -0.293701E-07
  1769   0.354691E+03   0.719147E+01   0.000000E+00  -0.301290E+01   0.294444E-08   0.298769E-06  -0.307854E-07
  1770   0.353284E+03   0.723729E+01   0.000000E+00  -0.280019E+01   0.294161E-08   0.309137E-06  -0.321898E-07
  1771   0.351866E+03   0.728455E+01   0.000000E+00  -0.259305E+01   0.293878E-08   0.319512E-06  -0.335827E-07
  1772   0.350437E+03   0.733320E+01   0.000000E+00  -0.239139E+01   0.293595E-08   0.329893E-06  -0.349641E-07
  1773   0.348998E+03   0.738321E+01   0.000000E+00  -0.219535E+01   0.293312E-08   0.340276E-06  -0.363334E-07
  1774   0.347550E+03   0.743456E+01   0.000000E+00  -0.200499E+01   0.293030E-08   0.350659E-06  -0.376904E-07
  1775   0.346092E+03   0.748720E+01   0.000000E+00  -0.182030E+01   0.292749E-08   0.361039E-06  -0.390347E-07
  1776   0.344626E+03   0.754110E+01   0.000000E+00  -0.164142E+01   0.292468E-08   0.371413E-06  -0.403660E-07
  1777   0.343151E+03   0.759623E+01   0.000000E+00  -0.146827E+01   0.292187E-08   0.381780E-06  -0.416841E-07
  1778   0.341669E+03   0.765253E+01   0.000000E+00  -0.130098E+01   0.291907E-08   0.392135E-06  -0.429885E-07
  1779   0.340179E+03   0.770998E+01   0.000000E+00  -0.113954E+01   0.291627E-08   0.402477E-06  -0.442789E-07
  1780   0.338682E+03   0.776854E+01   0.000000E+00  -0.984092E+00   0.291347E-08   0.412804E-06  -0.455550E-07
  1781   0.337179E+03   0.782816E+01   0.000000E+00  -0.834547E+00   0.291068E-08   0.423111E-06  -0.468165E-07
  1782   0.335670E+03   0.788881E+01   0.000000E+00  -0.691119E+00   0.290789E-08   0.433398E-06  -0.480631E-07
  1783   0.334156E+03   0.795044E+01   0.000000E+00  -0.553648E+00   0.290511E-08   0.443660E-06  -0.492943E-07
  1784   0.332638E+03   0.801301E+01   0.000000E+00  -0.422273E+00   0.290233E-08   0.453896E-06  -0.505100E-07
  1785   0.331114E+03   0.807649E+01   0.000000E+00  -0.297055E+00   0.289956E-08   0.464103E-06  -0.517097E-07
  1786   0.329588E+03   0.814081E+01   0.000000E+00  -0.177911E+00   0.289679E-08   0.474278E-06  -0.528931E-07
  1787   0.328059E+03   0.820594E+01   0.000000E+00  -0.650530E-01   0.289402E-08   0.484419E-06  -0.540600E-07
  1788   0.326527E+03   0.827184E+01   0.000000E+00   0.416792E-01   0.289126E-08   0.494523E-06  -0.552099E-07
  1789   0.324993E+03   0.833846E+01   0.000000E+00   0.142073E+00   0.288850E-08   0.504587E-06  -0.563426E-07
  1790   0.323458E+03   0.840575E+01   0.000000E+00   0.236288E+00   0.288574E-08   0.514609E-06  -0.574577E-07
  1791   0.321922E+03   0.847367E+01   0.000000E+00   0.324186E+00   0.288299E-08   0.524586E-06  -0.585548E-07
  1792   0.320385E+03   0.854215E+01   0.000000E+00   0.405778E+00   0.288025E-08   0.534515E-06  -0.596338E-07
  1793   0.318849E+03   0.861117E+01   0.000000E+00   0.481001E+00   0.287750E-08   0.544394E-06  -0.606941E-07
  1794   0.317313E+03   0.868065E+01   0.000000E+00   0.549865E+00   0.287477E-08   0.554221E-06  -0.617356E-07
  1795   0.315779E+03   0.875058E+01   0.000000E+00   0.612381E+00   0.287203E-08   0.563992E-06  -0.627578E-07
  1796   0.314247E+03   0.882087E+01   0.000000E+00   0.668560E+00   0.286930E-08   0.573706E-06  -0.637605E-07
  1797   0.312717E+03   0.889149E+01   0.000000E+00   0.718264E+00   0.286657E-08   0.583358E-06  -0.647433E-07
  1798   0.311190E+03   0.896238E+01   0.000000E+00   0.761504E+00   0.286385E-08   0.592948E-06  -0.657059E-07
  1799   0.309667E+03   0.903349E+01   0.000000E+00   0.798439E+00   0.286113E-08   0.602471E-06  -0.666479E-07
  1800   0.308148E+03   0.910477E+01   0.000000E+00   0.828857E+00   0.285842E-08   0.611926E-06  -0.675691E-07
  1801   0.306635E+03   0.917617E+01   0.000000E+00   0.852855E+00   0.285571E-08   0.621309E-06  -0.684692E-07
  1802   0.305128E+03   0.924766E+01   0.000000E+00   0.870435E+00   0.285300E-08   0.630609E-06  -0.693482E-07
  1803   0.303626E+03   0.931922E+01   0.000000E+00   0.881606E+00   0.285030E-08   0.639818E-06  -0.702064E-07
  1804   0.302130E+03   0.939083E+01   0.000000E+00   0.886403E+00   0.284760E-08   0.648923E-06  -0.710439E-07
  1805   0.300641E+03   0.946246E+01   0.000000E+00   0.884871E+00   0.284490E-08   0.657914E-06  -0.718609E-07
  1806   0.299158E+03   0.953408E+01   0.000000E+00   0.877040E+00   0.284221E-08   0.666781E-06  -0.726577E-07
  1807   0.297683E+03   0.960568E+01   0.000000E+00   0.862954E+00   0.283952E-08   0.675513E-06  -0.734342E-07
  1808   0.296214E+03   0.967722E+01   0.000000E+00   0.842649E+00   0.283684E-08   0.684099E-06  -0.741908E-07
  1809   0.294752E+03   0.974867E+01   0.000000E+00   0.816155E+00   0.283416E-08   0.692528E-06  -0.749276E-07
  1810   0.293298E+03   0.982002E+01   0.000000E+00   0.783516E+00   0.283148E-08   0.700791E-06  -0.756447E-07
  1811   0.291852E+03   0.989124E+01   0.000000E+00   0.744785E+00   0.282881E-08   0.708875E-06  -0.763424E-07
  1812   0.290414E+03   0.996228E+01   0.000000E+00   0.700020E+00   0.282614E-08   0.716772E-06  -0.770209E-07
  1813   0.288984E+03   0.100331E+02   0.000000E+00   0.649265E+00   0.282348E-08   0.724469E-06  -0.776802E-07
  1814   0.287563E+03   0.101038E+02   0.000000E+00   0.592572E+00   0.282082E-08   0.731956E-06  -0.783206E-07
  1815   0.286151E+03   0.101742E+02   0.000000E+00   0.530001E+00   0.281816E-08   0.739223E-06  -0.789423E-07
  1816   0.284748E+03   0.102443E+02   0.000000E+00   0.461611E+00   0.281551E-08   0.746259E-06  -0.795454E-07
  1817   0.283356E+03   0.103141E+02   0.000000E+00   0.387445E+00   0.281286E-08   0.753053E-06  -0.801301E-07
  1818   0.281973E+03   0.103836E+02   0.000000E+00   0.307578E+00   0.281021E-08   0.759594E-06  -0.806966E-07
  1819   0.280600E+03   0.104527E+02   0.000000E+00   0.222076E+00   0.280757E-08   0.765873E-06  -0.812450E-07
  1820   0.279238E+03   0.105214E+02   0.000000E+00   0.131007E+00   0.280493E-08   0.771878E-06  -0.817756E-07
  1821   0.277887E+03   0.105897E+02   0.000000E+00   0.344357E-01   0.280230E-08   0.777598E-06  -0.822884E-07
  1822   0.276548E+03   0.106575E+02   0.000000E+00  -0.675628E-01   0.279967E-08   0.783023E-06  -0.827838E-07
  1823   0.275219E+03   0.107249E+02   0.000000E+00  -0.174930E+00   0.279704E-08   0.788143E-06  -0.832618E-07
  1824   0.273902E+03   0.107917E+02   0.000000E+00  -0.287591E+00   0.279442E-08   0.792945E-06  -0.837226E-07
  1825   0.272597E+03   0.108579E+02   0.000000E+00  -0.405450E+00   0.279180E-08   0.797421E-06  -0.841664E-07
  1826   0.271304E+03   0.109236E+02   0.000000E+00  -0.528433E+00   0.278919E-08   0.801560E-06  -0.845934E-07
  1827   0.270024E+03   0.109887E+02   0.000000E+00  -0.656436E+00   0.278658E-08   0.805349E-06  -0.850037E-07
  1828   0.268757E+03   0.110531E+02   0.000000E+00  -0.789371E+00   0.278397E-08   0.808780E-06  -0.853976E-07
  1829   0.267504E+03   0.111168E+02   0.000000E+00  -0.927155E+00   0.278136E-08   0.811841E-06  -0.857752E-07
  1830   0.266264E+03   0.111799E+02   0.000000E+00  -0.106970E+01   0.277876E-08   0.814521E-06  -0.861366E-07
  1831   0.265038E+03   0.112421E+02   0.000000E+00  -0.121690E+01   0.277617E-08   0.816810E-06  -0.864821E-07
  1832   0.263827E+03   0.113036E+02   0.000000E+00  -0.136867E+01   0.277357E-08   0.818698E-06  -0.868119E-07
  1833   0.262631E+03   0.113643E+02   0.000000E+00  -0.152490E+01   0.277098E-08   0.820173E-06  -0.871260E-07
  1834   0.261450E+03   0.114241E+02   0.000000E+00  -0.168548E+01   0.276840E-08   0.821226E-06  -0.874247E-07
  1835   0.260284E+03   0.114831E+02   0.000000E+00  -0.185032E+01   0.276582E-08   0.821844E-06  -0.877081E-07
  1836   0.259134E+03   0.115411E+02   0.000000E+00  -0.201931E+01   0.276324E-08   0.822018E-06  -0.879765E-07
  1837   0.257999E+03   0.115982E+02   0.000000E+00  -0.219234E+01   0.276066E-08   0.821737E-06  -0.882300E-07
  1838   0.256881E+03   0.116543E+02   0.000000E+00  -0.236932E+01   0.275809E-08   0.820990E-06  -0.884688E-07
  1839   0.255778E+03   0.117094E+02   0.000000E+00  -0.255012E+01   0.275552E-08   0.819767E-06  -0.886930E-07
  1840   0.254693E+03   0.117635E+02   0.000000E+00  -0.273463E+01   0.275296E-08   0.818057E-06  -0.889028E-07
  1841   0.253624E+03   0.118165E+02   0.000000E+00  -0.292271E+01   0.275040E-08   0.815849E-06  -0.890985E-07
  1842   0.252573E+03   0.118683E+02   0.000000E+00  -0.311426E+01   0.274784E-08   0.813132E-06  -0.892801E-07
  1843   0.251539E+03   0.119190E+02   0.000000E+00  -0.330914E+01   0.274529E-08   0.809897E-06  -0.894479E-07
  1844   0.250523E+03   0.119685E+02   0.000000E+00  -0.350724E+01   0.274274E-08   0.806132E-06  -0.896019E-07
  1845   0.249525E+03   0.120168E+02   0.000000E+00  -0.370843E+01   0.274019E-08   0.801826E-06  -0.897425E-07
  1846   0.248545E+03   0.120638E+02   0.000000E+00  -0.391259E+01   0.273765E-08   0.796969E-06  -0.898698E-07
  1847   0.247585E+03   0.121096E+02   0.000000E+00  -0.411958E+01   0.273511E-08   0.791551E-06  -0.899839E-07
  1848   0.246643E+03   0.121540E+02   0.000000E+00  -0.432927E+01   0.273258E-08   0.785560E-06  -0.900851E-07
  1849   0.245720E+03   0.121971E+02   0.000000E+00  -0.454152E+01   0.273005E-08   0.778987E-06  -0.901734E-07
  1850   0.244816E+03   0.122387E+02   0.000000E+00  -0.475620E+01   0.272752E-08   0.771819E-06  -0.902491E-07
  1851   0.243932E+03   0.122790E+02   0.000000E+00  -0.497320E+01   0.272499E-08   0.764055E-06  -0.903124E-07
  1852   0.243067E+03   0.123178E+02   0.000000E+00  -0.519243E+01   0.272247E-08   0.755719E-06  -0.903636E-07
  1853   0.242222E+03   0.123552E+02   0.000000E+00  -0.541383E+01   0.271995E-08   0.746845E-06  -0.904031E-07
  1854   0.241397E+03   0.123911E+02   0.000000E+00  -0.563732E+01   0.271744E-08   0.737467E-06  -0.904313E-07
  1855   0.240591E+03   0.124255E+02   0.000000E+00  -0.586279E+01   0.271493E-08   0.727618E-06  -0.904484E-07
  1856   0.239806E+03   0.124585E+02   0.000000E+00  -0.609019E+01   0.271242E-08   0.717330E-06  -0.904548E-07
  1857   0.239039E+03   0.124901E+02   0.000000E+00  -0.631942E+01   0.270992E-08   0.706637E-06  -0.904510E-07
  1858   0.238293E+03   0.125201E+02   0.000000E+00  -0.655041E+01   0.270742E-08   0.695573E-06  -0.904373E-07
  1859   0.237566E+03   0.125487E+02   0.000000E+00  -0.678306E+01   0.270492E-08   0.684171E-06  -0.904140E-07
  1860   0.236859E+03   0.125758E+02   0.000000E+00  -0.701730E+01   0.270243E-08   0.672463E-06  -0.903814E-07
  1861   0.236172E+03   0.126014E+02   0.000000E+00  -0.725303E+01   0.269994E-08   0.660483E-06  -0.903401E-07
  1862   0.235504E+03   0.126255E+02   0.000000E+00  -0.749015E+01   0.269745E-08   0.648265E-06  -0.902902E-07
  1863   0.234857E+03   0.126481E+02   0.000000E+00  -0.772859E+01   0.269497E-08   0.635842E-06  -0.902323E-07
  1864   0.234229E+03   0.126693E+02   0.000000E+00  -0.796825E+01   0.269249E-08   0.623246E-06  -0.901666E-07
  1865   0.233620E+03   0.126888E+02   0.000000E+00  -0.820903E+01   0.269001E-08   0.610511E-06  -0.900934E-07
  1866   0.233030E+03   0.127069E+02   0.000000E+00  -0.845084E+01   0.268754E-08   0.597671E-06  -0.900133E-07
  1867   0.232461E+03   0.127235E+02   0.000000E+00  -0.869359E+01   0.268507E-08   0.584758E-06  -0.899264E-07
  1868   0.231911E+03   0.127386E+02   0.000000E+00  -0.893716E+01   0.268261E-08   0.571806E-06  -0.898332E-07
  1869   0.231380E+03   0.127521E+02   0.000000E+00  -0.918146E+01   0.268014E-08   0.558848E-06  -0.897341E-07
  1870   0.230868E+03   0.127641E+02   0.000000E+00  -0.942637E+01   0.267768E-08   0.545918E-06  -0.896294E-07
  1871   0.230376E+03   0.127746E+02   0.000000E+00  -0.967178E+01   0.267523E-08   0.533048E-06  -0.895194E-07
  1872   0.229903E+03   0.127836E+02   0.000000E+00  -0.991760E+01   0.267278E-08   0.520272E-06  -0.894046E-07
  1873   0.229449E+03   0.127910E+02   0.000000E+00  -0.101637E+02   0.267033E-08   0.507623E-06  -0.892852E-07
  1874   0.229014E+03   0.127969E+02   0.000000E+00  -0.104100E+02   0.266788E-08   0.495135E-06  -0.891617E-07
  1875   0.228598E+03   0.128013E+02   0.000000E+00  -0.106564E+02   0.266544E-08   0.482840E-06  -0.890344E-07
  1876   0.228200E+03   0.128041E+02   0.000000E+00  -0.109027E+02   0.266300E-08   0.470772E-06  -0.889037E-07
  1877   0.227822E+03   0.128054E+02   0.000000E+00  -0.111488E+02   0.266056E-08   0.458964E-06  -0.887698E-07
  1878   0.227462E+03   0.128052E+02   0.000000E+00  -0.113947E+02   0.265813E-08   0.447449E-06  -0.886333E-07
  1879   0.227120E+03   0.128034E+02   0.000000E+00  -0.116402E+02   0.265570E-08   0.436261E-06  -0.884944E-07
  1880   0.226797E+03   0.128002E+02   0.000000E+00  -0.118851E+02   0.265328E-08   0.425433E-06  -0.883535E-07
  1881   0.226492E+03   0.127953E+02   0.000000E+00  -0.121294E+02   0.265086E-08   0.414998E-06  -0.882110E-07
  1882   0.226206E+03   0.127890E+02   0.000000E+00  -0.123730E+02   0.264844E-08   0.404989E-06  -0.880672E-07
  1883   0.225937E+03   0.127812E+02   0.000000E+00  -0.126157E+02   0.264602E-08   0.395439E-06  -0.879225E-07
  1884   0.225685E+03   0.127718E+02   0.000000E+00  -0.128574E+02   0.264361E-08   0.386383E-06  -0.877773E-07
  1885   0.225451E+03   0.127609E+02   0.000000E+00  -0.130980E+02   0.264120E-08   0.377852E-06  -0.876319E-07
  1886   0.225235E+03   0.127485E+02   0.000000E+00  -0.133373E+02   0.263879E-08   0.369881E-06  -0.874866E-07
  1887   0.225035E+03   0.127345E+02   0.000000E+00  -0.135753E+02   0.263639E-08   0.362503E-06  -0.873418E-07
  1888   0.224853E+03   0.127191E+02   0.000000E+00  -0.138118E+02   0.263399E-08   0.355750E-06  -0.871980E-07
  1889   0.224687E+03   0.127021E+02   0.000000E+00  -0.140466E+02   0.263160E-08   0.349656E-06  -0.870554E-07
  1890   0.224538E+03   0.126837E+02   0.000000E+00  -0.142798E+02   0.262920E-08   0.344255E-06  -0.869144E-07
  1891   0.224405E+03   0.126638E+02   0.000000E+00  -0.145110E+02   0.262681E-08   0.339579E-06  -0.867754E-07
  1892   0.224290E+03   0.126424E+02   0.000000E+00  -0.147402E+02   0.262443E-08   0.335662E-06  -0.866387E-07
  1893   0.224189E+03   0.126195E+02   0.000000E+00  -0.149672E+02   0.262205E-08   0.332537E-06  -0.865047E-07
  1894   0.224105E+03   0.125951E+02   0.000000E+00  -0.151919E+02   0.261967E-08   0.330237E-06  -0.863738E-07
  1895   0.224036E+03   0.125694E+02   0.000000E+00  -0.154142E+02   0.261729E-08   0.328796E-06  -0.862463E-07
  1896   0.223982E+03   0.125422E+02   0.000000E+00  -0.156339E+02   0.261492E-08   0.328246E-06  -0.861226E-07
  1897   0.223944E+03   0.125135E+02   0.000000E+00  -0.158510E+02   0.261255E-08   0.328622E-06  -0.860030E-07
  1898   0.223920E+03   0.124834E+02   0.000000E+00  -0.160652E+02   0.261018E-08   0.329956E-06  -0.858879E-07
  1899   0.223911E+03   0.124519E+02   0.000000E+00  -0.162764E+02   0.260782E-08   0.332281E-06  -0.857776E-07
  1900   0.223916E+03   0.124190E+02   0.000000E+00  -0.164846E+02   0.260545E-08   0.335631E-06  -0.856726E-07
  1901   0.223935E+03   0.123847E+02   0.000000E+00  -0.166896E+02   0.260310E-08   0.340027E-06  -0.855730E-07
  1902   0.223968E+03   0.123490E+02   0.000000E+00  -0.168913E+02   0.260074E-08   0.345439E-06  -0.854784E-07
  1903   0.224014E+03   0.123119E+02   0.000000E+00  -0.170897E+02   0.259839E-08   0.351825E-06  -0.853884E-07
  1904   0.224074E+03   0.122734E+02   0.000000E+00  -0.172848E+02   0.259604E-08   0.359145E-06  -0.853022E-07
  1905   0.224147E+03   0.122336E+02   0.000000E+00  -0.174765E+02   0.259370E-08   0.367356E-06  -0.852195E-07
  1906   0.224233E+03   0.121925E+02   0.000000E+00  -0.176647E+02   0.259136E-08   0.376416E-06  -0.851397E-07
