#    L    TT             EE             TE             PP             TP          
   322   0.303347E+04   0.125127E+02   0.111989E+03   0.173981E+07   0.909846E+03
   323   0.300055E+04   0.126801E+02   0.111369E+03   0.173362E+07   0.901292E+03
   324   0.296783E+04   0.128468E+02   0.110714E+03   0.172747E+07   0.892803E+03
   325   0.293533E+04   0.130127E+02   0.110022E+03   0.172134E+07   0.884380E+03
   326   0.290306E+04   0.131778E+02   0.109295E+03   0.171525E+07   0.876023E+03
   327   0.287102E+04   0.133419E+02   0.108531E+03   0.170919E+07   0.867734E+03
   328   0.283923E+04   0.135050E+02   0.107733E+03   0.170316E+07   0.859511E+03
   329   0.280770E+04   0.136671E+02   0.106900E+03   0.169717E+07   0.851356E+03
   330   0.277643E+04   0.138280E+02   0.106033E+03   0.169120E+07   0.843268E+03
   331   0.274543E+04   0.139878E+02   0.105131E+03   0.168527E+07   0.835248E+03
   332   0.271471E+04   0.141462E+02   0.104196E+03   0.167937E+07   0.827296E+03
   333   0.268428E+04   0.143033E+02   0.103227E+03   0.167350E+07   0.819413E+03
   334   0.265413E+04   0.144590E+02   0.102226E+03   0.166766E+07   0.811598E+03
   335   0.262430E+04   0.146131E+02   0.101192E+03   0.166185E+07   0.803853E+03
   336   0.259478E+04   0.147657E+02   0.100126E+03   0.165607E+07   0.796177E+03
   337   0.256558E+04   0.149167E+02   0.990297E+02   0.165032E+07   0.788570E+03
   338   0.253670E+04   0.150659E+02   0.979018E+02   0.164460E+07   0.781033E+03
   339   0.250816E+04   0.152134E+02   0.967442E+02   0.163891E+07   0.773567E+03
   340   0.247997E+04   0.153592E+02   0.955570E+02   0.163324E+07   0.766171E+03
   341   0.245212E+04   0.155029E+02   0.943403E+02   0.162761E+07   0.758845E+03
   342   0.242462E+04   0.156447E+02   0.930941E+02   0.162200E+07   0.751591E+03
   343   0.239748E+04   0.157844E+02   0.918202E+02   0.161642E+07   0.744408E+03
   344   0.237071E+04   0.159219E+02   0.905178E+02   0.161087E+07   0.737297E+03
   345   0.234430E+04   0.160572E+02   0.891878E+02   0.160535E+07   0.730257E+03
   346   0.231826E+04   0.161902E+02   0.878302E+02   0.159985E+07   0.723290E+03
   347   0.229260E+04   0.163208E+02   0.864460E+02   0.159439E+07   0.716396E+03
   348   0.226732E+04   0.164488E+02   0.850352E+02   0.158894E+07   0.709574E+03
   349   0.224243E+04   0.165744E+02   0.836002E+02   0.158353E+07   0.702825E+03
   350   0.221793E+04   0.166974E+02   0.821402E+02   0.157814E+07   0.696149E+03
   351   0.219385E+04   0.168178E+02   0.806570E+02   0.157278E+07   0.689547E+03
   352   0.217018E+04   0.169356E+02   0.791512E+02   0.156744E+07   0.683017E+03
   353   0.214693E+04   0.170508E+02   0.776229E+02   0.156213E+07   0.676556E+03
   354   0.212409E+04   0.171632E+02   0.760743E+02   0.155684E+07   0.670164E+03
   355   0.210169E+04   0.172729E+02   0.745047E+02   0.155158E+07   0.663838E+03
   356   0.207972E+04   0.173797E+02   0.729150E+02   0.154634E+07   0.657576E+03
   357   0.205817E+04   0.174837E+02   0.713058E+02   0.154113E+07   0.651377E+03
   358   0.203706E+04   0.175848E+02   0.696779E+02   0.153595E+07   0.645238E+03
   359   0.201639E+04   0.176828E+02   0.680314E+02   0.153078E+07   0.639159E+03
   360   0.199615E+04   0.177778E+02   0.663677E+02   0.152565E+07   0.633136E+03
   361   0.197636E+04   0.178697E+02   0.646859E+02   0.152054E+07   0.627168E+03
   362   0.195700E+04   0.179585E+02   0.629878E+02   0.151545E+07   0.621254E+03
   363   0.193810E+04   0.180440E+02   0.612741E+02   0.151038E+07   0.615391E+03
   364   0.191963E+04   0.181264E+02   0.595454E+02   0.150534E+07   0.609578E+03
   365   0.190162E+04   0.182055E+02   0.578026E+02   0.150033E+07   0.603812E+03
   366   0.188406E+04   0.182812E+02   0.560466E+02   0.149534E+07   0.598092E+03
   367   0.186696E+04   0.183537E+02   0.542779E+02   0.149037E+07   0.592416E+03
   368   0.185031E+04   0.184228E+02   0.524976E+02   0.148542E+07   0.586783E+03
   369   0.183411E+04   0.184886E+02   0.507064E+02   0.148050E+07   0.581189E+03
   370   0.181838E+04   0.185508E+02   0.489050E+02   0.147560E+07   0.575635E+03
   371   0.180310E+04   0.186098E+02   0.470943E+02   0.147073E+07   0.570116E+03
   372   0.178828E+04   0.186651E+02   0.452751E+02   0.146587E+07   0.564633E+03
   373   0.177392E+04   0.187170E+02   0.434481E+02   0.146104E+07   0.559182E+03
   374   0.176002E+04   0.187654E+02   0.416141E+02   0.145623E+07   0.553763E+03
   375   0.174657E+04   0.188103E+02   0.397739E+02   0.145145E+07   0.548372E+03
   376   0.173358E+04   0.188515E+02   0.379284E+02   0.144669E+07   0.543009E+03
   377   0.172105E+04   0.188892E+02   0.360781E+02   0.144194E+07   0.537672E+03
   378   0.170897E+04   0.189232E+02   0.342240E+02   0.143723E+07   0.532358E+03
   379   0.169736E+04   0.189535E+02   0.323668E+02   0.143253E+07   0.527065E+03
   380   0.168620E+04   0.189801E+02   0.305073E+02   0.142785E+07   0.521793E+03
   381   0.167550E+04   0.190030E+02   0.286462E+02   0.142320E+07   0.516539E+03
   382   0.166526E+04   0.190220E+02   0.267843E+02   0.141857E+07   0.511301E+03
   383   0.165547E+04   0.190374E+02   0.249225E+02   0.141395E+07   0.506078E+03
   384   0.164613E+04   0.190490E+02   0.230618E+02   0.140936E+07   0.500866E+03
   385   0.163724E+04   0.190568E+02   0.212028E+02   0.140479E+07   0.495666E+03
   386   0.162880E+04   0.190609E+02   0.193465E+02   0.140025E+07   0.490474E+03
   387   0.162081E+04   0.190613E+02   0.174938E+02   0.139572E+07   0.485290E+03
   388   0.161326E+04   0.190581E+02   0.156455E+02   0.139121E+07   0.480110E+03
   389   0.160615E+04   0.190511E+02   0.138026E+02   0.138672E+07   0.474934E+03
   390   0.159948E+04   0.190404E+02   0.119657E+02   0.138226E+07   0.469759E+03
   391   0.159324E+04   0.190261E+02   0.101358E+02   0.137781E+07   0.464584E+03
   392   0.158744E+04   0.190080E+02   0.831375E+01   0.137338E+07   0.459406E+03
   393   0.158206E+04   0.189863E+02   0.650027E+01   0.136897E+07   0.454225E+03
   394   0.157711E+04   0.189608E+02   0.469613E+01   0.136459E+07   0.449037E+03
   395   0.157258E+04   0.189316E+02   0.290227E+01   0.136022E+07   0.443841E+03
   396   0.156847E+04   0.188988E+02   0.111943E+01   0.135587E+07   0.438636E+03
   397   0.156476E+04   0.188622E+02  -0.651554E+00   0.135154E+07   0.433419E+03
   398   0.156147E+04   0.188220E+02  -0.240990E+01   0.134723E+07   0.428189E+03
   399   0.155859E+04   0.187781E+02  -0.415481E+01   0.134294E+07   0.422943E+03
   400   0.155611E+04   0.187306E+02  -0.588548E+01   0.133866E+07   0.417680E+03
   401   0.155403E+04   0.186795E+02  -0.760115E+01   0.133441E+07   0.412399E+03
   402   0.155235E+04   0.186248E+02  -0.930113E+01   0.133017E+07   0.407102E+03
   403   0.155107E+04   0.185665E+02  -0.109848E+02   0.132595E+07   0.401789E+03
   404   0.155018E+04   0.185047E+02  -0.126515E+02   0.132175E+07   0.396464E+03
   405   0.154967E+04   0.184394E+02  -0.143006E+02   0.131757E+07   0.391129E+03
   406   0.154953E+04   0.183707E+02  -0.159315E+02   0.131341E+07   0.385786E+03
   407   0.154977E+04   0.182985E+02  -0.175434E+02   0.130926E+07   0.380436E+03
   408   0.155039E+04   0.182228E+02  -0.191358E+02   0.130514E+07   0.375083E+03
   409   0.155135E+04   0.181439E+02  -0.207080E+02   0.130103E+07   0.369728E+03
   410   0.155268E+04   0.180617E+02  -0.222594E+02   0.129694E+07   0.364374E+03
   411   0.155435E+04   0.179761E+02  -0.237895E+02   0.129286E+07   0.359022E+03
   412   0.155636E+04   0.178873E+02  -0.252976E+02   0.128881E+07   0.353675E+03
   413   0.155872E+04   0.177953E+02  -0.267834E+02   0.128477E+07   0.348335E+03
   414   0.156142E+04   0.177002E+02  -0.282462E+02   0.128075E+07   0.343004E+03
   415   0.156443E+04   0.176021E+02  -0.296856E+02   0.127675E+07   0.337684E+03
   416   0.156777E+04   0.175009E+02  -0.311012E+02   0.127276E+07   0.332378E+03
   417   0.157143E+04   0.173968E+02  -0.324921E+02   0.126879E+07   0.327088E+03
   418   0.157540E+04   0.172897E+02  -0.338580E+02   0.126484E+07   0.321815E+03
   419   0.157967E+04   0.171798E+02  -0.351984E+02   0.126091E+07   0.316562E+03
   420   0.158424E+04   0.170670E+02  -0.365127E+02   0.125699E+07   0.311332E+03
   421   0.158911E+04   0.169514E+02  -0.378003E+02   0.125309E+07   0.306125E+03
   422   0.159426E+04   0.168331E+02  -0.390608E+02   0.124921E+07   0.300946E+03
   423   0.159970E+04   0.167121E+02  -0.402936E+02   0.124535E+07   0.295794E+03
   424   0.160542E+04   0.165884E+02  -0.414982E+02   0.124150E+07   0.290674E+03
   425   0.161140E+04   0.164622E+02  -0.426742E+02   0.123766E+07   0.285586E+03
   426   0.161764E+04   0.163335E+02  -0.438214E+02   0.123385E+07   0.280534E+03
   427   0.162413E+04   0.162024E+02  -0.449394E+02   0.123005E+07   0.275518E+03
   428   0.163087E+04   0.160691E+02  -0.460279E+02   0.122627E+07   0.270542E+03
   429   0.163784E+04   0.159336E+02  -0.470867E+02   0.122250E+07   0.265608E+03
   430   0.164503E+04   0.157959E+02  -0.481152E+02   0.121875E+07   0.260718E+03
   431   0.165245E+04   0.156564E+02  -0.491134E+02   0.121502E+07   0.255873E+03
   432   0.166007E+04   0.155149E+02  -0.500808E+02   0.121130E+07   0.251076E+03
   433   0.166791E+04   0.153715E+02  -0.510171E+02   0.120760E+07   0.246330E+03
   434   0.167594E+04   0.152264E+02  -0.519220E+02   0.120391E+07   0.241636E+03
   435   0.168417E+04   0.150796E+02  -0.527952E+02   0.120024E+07   0.236997E+03
   436   0.169259E+04   0.149311E+02  -0.536362E+02   0.119659E+07   0.232414E+03
   437   0.170119E+04   0.147811E+02  -0.544449E+02   0.119295E+07   0.227890E+03
   438   0.170997E+04   0.146296E+02  -0.552209E+02   0.118933E+07   0.223428E+03
   439   0.171891E+04   0.144768E+02  -0.559639E+02   0.118572E+07   0.219028E+03
   440   0.172802E+04   0.143226E+02  -0.566737E+02   0.118213E+07   0.214694E+03
   441   0.173727E+04   0.141672E+02  -0.573502E+02   0.117856E+07   0.210427E+03
   442   0.174666E+04   0.140108E+02  -0.579932E+02   0.117500E+07   0.206230E+03
   443   0.175618E+04   0.138533E+02  -0.586023E+02   0.117145E+07   0.202105E+03
   444   0.176581E+04   0.136950E+02  -0.591775E+02   0.116792E+07   0.198054E+03
   445   0.177556E+04   0.135357E+02  -0.597186E+02   0.116441E+07   0.194079E+03
   446   0.178540E+04   0.133759E+02  -0.602254E+02   0.116091E+07   0.190182E+03
   447   0.179534E+04   0.132154E+02  -0.606981E+02   0.115743E+07   0.186366E+03
   448   0.180537E+04   0.130545E+02  -0.611364E+02   0.115396E+07   0.182633E+03
   449   0.181549E+04   0.128932E+02  -0.615406E+02   0.115050E+07   0.178984E+03
   450   0.182568E+04   0.127315E+02  -0.619105E+02   0.114706E+07   0.175423E+03
   451   0.183595E+04   0.125697E+02  -0.622461E+02   0.114364E+07   0.171950E+03
   452   0.184629E+04   0.124078E+02  -0.625475E+02   0.114023E+07   0.168564E+03
   453   0.185669E+04   0.122460E+02  -0.628145E+02   0.113683E+07   0.165266E+03
   454   0.186714E+04   0.120842E+02  -0.630472E+02   0.113345E+07   0.162053E+03
   455   0.187762E+04   0.119225E+02  -0.632455E+02   0.113009E+07   0.158924E+03
   456   0.188814E+04   0.117611E+02  -0.634094E+02   0.112673E+07   0.155878E+03
   457   0.189869E+04   0.115999E+02  -0.635388E+02   0.112340E+07   0.152913E+03
   458   0.190925E+04   0.114392E+02  -0.636337E+02   0.112007E+07   0.150029E+03
   459   0.191981E+04   0.112789E+02  -0.636943E+02   0.111676E+07   0.147224E+03
   460   0.193038E+04   0.111192E+02  -0.637207E+02   0.111347E+07   0.144497E+03
   461   0.194093E+04   0.109601E+02  -0.637124E+02   0.111019E+07   0.141847E+03
   462   0.195149E+04   0.108019E+02  -0.636718E+02   0.110692E+07   0.139272E+03
   463   0.196203E+04   0.106445E+02  -0.635975E+02   0.110366E+07   0.136771E+03
   464   0.197257E+04   0.104881E+02  -0.634905E+02   0.110042E+07   0.134343E+03
   465   0.198308E+04   0.103329E+02  -0.633509E+02   0.109720E+07   0.131986E+03
   466   0.199358E+04   0.101787E+02  -0.631796E+02   0.109399E+07   0.129700E+03
   467   0.200406E+04   0.100259E+02  -0.629760E+02   0.109079E+07   0.127483E+03
   468   0.201449E+04   0.987452E+01  -0.627410E+02   0.108760E+07   0.125334E+03
   469   0.202488E+04   0.972453E+01  -0.624748E+02   0.108443E+07   0.123252E+03
   470   0.203522E+04   0.957606E+01  -0.621775E+02   0.108127E+07   0.121234E+03
   471   0.204549E+04   0.942923E+01  -0.618486E+02   0.107813E+07   0.119281E+03
   472   0.205569E+04   0.928420E+01  -0.614896E+02   0.107499E+07   0.117391E+03
   473   0.206581E+04   0.914094E+01  -0.610992E+02   0.107188E+07   0.115562E+03
   474   0.207585E+04   0.899953E+01  -0.606799E+02   0.106877E+07   0.113794E+03
   475   0.208580E+04   0.886018E+01  -0.602302E+02   0.106568E+07   0.112085E+03
   476   0.209566E+04   0.872296E+01  -0.597511E+02   0.106260E+07   0.110433E+03
   477   0.210542E+04   0.858786E+01  -0.592436E+02   0.105953E+07   0.108839E+03
   478   0.211509E+04   0.845509E+01  -0.587076E+02   0.105648E+07   0.107299E+03
   479   0.212467E+04   0.832472E+01  -0.581445E+02   0.105344E+07   0.105814E+03
   480   0.213413E+04   0.819689E+01  -0.575538E+02   0.105041E+07   0.104381E+03
   481   0.214349E+04   0.807152E+01  -0.569364E+02   0.104739E+07   0.103000E+03
   482   0.215272E+04   0.794889E+01  -0.562928E+02   0.104439E+07   0.101669E+03
   483   0.216184E+04   0.782900E+01  -0.556234E+02   0.104140E+07   0.100388E+03
   484   0.217082E+04   0.771199E+01  -0.549288E+02   0.103842E+07   0.991536E+02
   485   0.217965E+04   0.759792E+01  -0.542094E+02   0.103546E+07   0.979663E+02
   486   0.218834E+04   0.748686E+01  -0.534659E+02   0.103250E+07   0.968243E+02
   487   0.219688E+04   0.737887E+01  -0.526987E+02   0.102956E+07   0.957263E+02
   488   0.220526E+04   0.727418E+01  -0.519085E+02   0.102663E+07   0.946712E+02
   489   0.221348E+04   0.717269E+01  -0.510959E+02   0.102372E+07   0.936575E+02
   490   0.222154E+04   0.707462E+01  -0.502616E+02   0.102081E+07   0.926842E+02
   491   0.222943E+04   0.698004E+01  -0.494063E+02   0.101792E+07   0.917499E+02
   492   0.223715E+04   0.688895E+01  -0.485305E+02   0.101504E+07   0.908534E+02
   493   0.224471E+04   0.680147E+01  -0.476350E+02   0.101217E+07   0.899934E+02
   494   0.225210E+04   0.671775E+01  -0.467204E+02   0.100931E+07   0.891687E+02
   495   0.225931E+04   0.663786E+01  -0.457874E+02   0.100647E+07   0.883780E+02
   496   0.226634E+04   0.656178E+01  -0.448367E+02   0.100363E+07   0.876201E+02
   497   0.227318E+04   0.648966E+01  -0.438689E+02   0.100081E+07   0.868938E+02
   498   0.227983E+04   0.642157E+01  -0.428849E+02   0.997998E+06   0.861976E+02
   499   0.228628E+04   0.635756E+01  -0.418852E+02   0.995199E+06   0.855305E+02
   500   0.229252E+04   0.629779E+01  -0.408706E+02   0.992411E+06   0.848912E+02
   501   0.229856E+04   0.624223E+01  -0.398417E+02   0.989634E+06   0.842786E+02
   502   0.230438E+04   0.619101E+01  -0.387993E+02   0.986868E+06   0.836922E+02
   503   0.230999E+04   0.614410E+01  -0.377439E+02   0.984114E+06   0.831320E+02
   504   0.231538E+04   0.610168E+01  -0.366764E+02   0.981371E+06   0.825978E+02
   505   0.232057E+04   0.606366E+01  -0.355973E+02   0.978639E+06   0.820893E+02
   506   0.232553E+04   0.603015E+01  -0.345073E+02   0.975918E+06   0.816063E+02
   507   0.233029E+04   0.600120E+01  -0.334071E+02   0.973208E+06   0.811488E+02
   508   0.233483E+04   0.597686E+01  -0.322973E+02   0.970509E+06   0.807164E+02
   509   0.233915E+04   0.595715E+01  -0.311787E+02   0.967821E+06   0.803090E+02
   510   0.234326E+04   0.594212E+01  -0.300520E+02   0.965143E+06   0.799264E+02
   511   0.234715E+04   0.593179E+01  -0.289177E+02   0.962477E+06   0.795684E+02
   512   0.235082E+04   0.592618E+01  -0.277766E+02   0.959821E+06   0.792348E+02
   513   0.235427E+04   0.592534E+01  -0.266294E+02   0.957177E+06   0.789255E+02
   514   0.235750E+04   0.592930E+01  -0.254768E+02   0.954542E+06   0.786402E+02
   515   0.236050E+04   0.593808E+01  -0.243193E+02   0.951919E+06   0.783787E+02
   516   0.236329E+04   0.595171E+01  -0.231579E+02   0.949306E+06   0.781409E+02
   517   0.236585E+04   0.597020E+01  -0.219932E+02   0.946704E+06   0.779266E+02
   518   0.236818E+04   0.599359E+01  -0.208258E+02   0.944112E+06   0.777356E+02
   519   0.237029E+04   0.602190E+01  -0.196566E+02   0.941531E+06   0.775677E+02
   520   0.237216E+04   0.605514E+01  -0.184862E+02   0.938960E+06   0.774226E+02
   521   0.237380E+04   0.609334E+01  -0.173154E+02   0.936400E+06   0.773003E+02
   522   0.237521E+04   0.613652E+01  -0.161449E+02   0.933850E+06   0.772005E+02
   523   0.237638E+04   0.618468E+01  -0.149754E+02   0.931311E+06   0.771230E+02
   524   0.237732E+04   0.623783E+01  -0.138077E+02   0.928781E+06   0.770677E+02
   525   0.237803E+04   0.629596E+01  -0.126424E+02   0.926262E+06   0.770343E+02
   526   0.237852E+04   0.635909E+01  -0.114804E+02   0.923753E+06   0.770227E+02
   527   0.237878E+04   0.642720E+01  -0.103223E+02   0.921254E+06   0.770327E+02
   528   0.237882E+04   0.650032E+01  -0.916885E+01   0.918766E+06   0.770640E+02
   529   0.237864E+04   0.657843E+01  -0.802077E+01   0.916287E+06   0.771166E+02
   530   0.237824E+04   0.666151E+01  -0.687895E+01   0.913818E+06   0.771901E+02
   531   0.237761E+04   0.674958E+01  -0.574405E+01   0.911360E+06   0.772845E+02
   532   0.237677E+04   0.684261E+01  -0.461702E+01   0.908911E+06   0.773994E+02
   533   0.237571E+04   0.694060E+01  -0.349845E+01   0.906472E+06   0.775349E+02
   534   0.237443E+04   0.704352E+01  -0.238929E+01   0.904043E+06   0.776905E+02
   535   0.237294E+04   0.715139E+01  -0.129020E+01   0.901624E+06   0.778662E+02
   536   0.237123E+04   0.726417E+01  -0.202121E+00   0.899214E+06   0.780618E+02
   537   0.236932E+04   0.738184E+01   0.874351E+00   0.896815E+06   0.782771E+02
   538   0.236720E+04   0.750439E+01   0.193842E+01   0.894424E+06   0.785118E+02
   539   0.236487E+04   0.763177E+01   0.298927E+01   0.892044E+06   0.787658E+02
   540   0.236233E+04   0.776397E+01   0.402626E+01   0.889673E+06   0.790390E+02
   541   0.235960E+04   0.790095E+01   0.504865E+01   0.887312E+06   0.793310E+02
   542   0.235667E+04   0.804270E+01   0.605563E+01   0.884960E+06   0.796418E+02
   543   0.235354E+04   0.818916E+01   0.704653E+01   0.882617E+06   0.799711E+02
   544   0.235022E+04   0.834032E+01   0.802063E+01   0.880284E+06   0.803188E+02
   545   0.234671E+04   0.849611E+01   0.897725E+01   0.877961E+06   0.806846E+02
   546   0.234301E+04   0.865650E+01   0.991572E+01   0.875646E+06   0.810684E+02
   547   0.233913E+04   0.882144E+01   0.108353E+02   0.873341E+06   0.814699E+02
   548   0.233507E+04   0.899082E+01   0.117354E+02   0.871045E+06   0.818891E+02
   549   0.233083E+04   0.916475E+01   0.126153E+02   0.868758E+06   0.823256E+02
   550   0.232641E+04   0.934298E+01   0.134743E+02   0.866481E+06   0.827794E+02
